dataset,case,case_ID,high_disagreement,self,other,self_model_pred,other_model_pred,condition,final_modelling_label,aggregate_self_share,multioptimal_self_own_prob,multioptimal_chose_self_model,self_u,other_u,total_utility,worst_stakeholder_utility,utility_variance,joint_mean,joint_min,joint_nash,self_n,other_n,total_utility_n,worst_stakeholder_utility_n,utility_variance_n,joint_n,band_self,band_other,consensus,settled,rounds,how
compas,3,compas_3,1,community_members,judges,1,0,negotiatev2,0,,,,0.7428973465558832,0.7068748324845886,1.4497721790404718,0.7068748324845886,0.00032440538000415515,0.7248860895202359,0.7068748324845886,0.5251354373999353,0.8167280570057109,0.6621416567533372,1.4788697137590483,0.6621416567533372,0.00597423878574677,0.7394348568795241,0.6178368176538909,0.29571495577593143,1,1,3,other_accepts
compas,3,compas_3,1,community_members,defendants,1,0,single,1,,,,0.8427961672473869,0.42493902439024395,1.267735191637631,0.42493902439024395,0.0436511479591837,0.6338675958188155,0.42493902439024395,0.35813698106994146,0.9784193286117784,0.09061294629611312,1.0690322749078915,0.09061294629611312,0.19705004312010732,0.5345161374539458,0.6178368176538909,0.5058661663539712,0,0,,
compas,3,compas_3,1,community_members,defendants,1,0,singleoptimal,1,,,,0.8561295005807202,0.4382723577235773,1.2944018583042975,0.4382723577235773,0.043651147959183685,0.6472009291521488,0.4382723577235773,0.375217894736221,1,0.11697037879537142,1.1169703787953713,0.11697037879537142,0.19493532798119745,0.5584851893976857,0.6178368176538909,0.5058661663539712,0,0,,
compas,3,compas_3,1,community_members,defendants,1,0,multioptimal,1,,0.8,1,0.8561295005807202,0.4382723577235773,1.2944018583042975,0.4382723577235773,0.043651147959183685,0.6472009291521488,0.4382723577235773,0.375217894736221,1,0.11697037879537142,1.1169703787953713,0.11697037879537142,0.19493532798119745,0.5584851893976857,0.6178368176538909,0.5058661663539712,0,0,,
compas,3,compas_3,1,community_members,defendants,1,0,aggregate,1,0.7,,,0.7265784494240208,0.5754089267672382,1.301987376191259,0.5754089267672382,0.005713056145069879,0.6509936880956295,0.5754089267672382,0.4180797257952799,0.790315100274142,0.3880629684264833,1.1783780687006253,0.3880629684264833,0.04045169439399654,0.5891890343503127,0.6178368176538909,0.5058661663539712,0,0,,
compas,3,compas_3,1,community_members,defendants,1,0,negotiatev2,0,,,,0.6663897078531225,0.8345215759849905,1.500911283838113,0.6663897078531225,0.00706708127037797,0.7504556419190564,0.6663897078531225,0.5561165892177652,0.6928965912907298,0.9002787805360497,1.5931753718267796,0.6928965912907298,0.010751843104045422,0.7965876859133898,0.6178368176538909,0.5058661663539712,1,1,3,self_accepts
compas,3,compas_3,1,community_members,fairness_advocates,1,0,single,1,,,,0.8427961672473869,0.6027961672473867,1.4455923344947736,0.6027961672473867,0.014400000000000026,0.7227961672473868,0.6027961672473867,0.5080342993875123,0.9784193286117784,0.5011768265203981,1.4795961551321763,0.5011768265203981,0.056940101450610285,0.7397980775660882,0.6178368176538909,0.6363772000357366,0,0,,
compas,3,compas_3,1,community_members,fairness_advocates,1,0,singleoptimal,1,,,,0.8561295005807202,0.6961295005807201,1.5522590011614403,0.6961295005807201,0.006400000000000012,0.7761295005807202,0.6961295005807201,0.5959770016716781,1,0.6478403671502198,1.6478403671502198,0.6478403671502198,0.031004101752223005,0.8239201835751099,0.6178368176538909,0.6363772000357366,0,0,,
compas,3,compas_3,1,community_members,fairness_advocates,1,0,multioptimal,0,,0.8,0,0.6663897078531225,0.9202358616992763,1.5866255695523988,0.6663897078531225,0.0161094674556213,0.7933127847761994,0.6663897078531225,0.6132357070337471,0.6928965912907298,1,1.69289659129073,0.6928965912907298,0.023578125910213268,0.846448295645365,0.6178368176538909,0.6363772000357366,1,0,,
compas,3,compas_3,1,community_members,fairness_advocates,1,0,aggregate,1,0.7,,,0.7962895213855598,0.7668079797445003,1.56309750113006,0.7668079797445003,0.00021729032438338027,0.78154875056503,0.7668079797445003,0.6106011591853762,0.9031459804833409,0.7589041814411955,1.6620501619245365,0.7589041814411955,0.005201424147728665,0.8310250809622682,0.6178368176538909,0.6363772000357366,0,0,,
compas,3,compas_3,1,community_members,fairness_advocates,1,0,negotiatev2,0,,,,0.8404415706244975,0.9096723398552666,1.7501139104797643,0.8404415706244975,0.0011982248520710013,0.8750569552398821,0.8404415706244975,0.764526450061622,0.9746082954139987,0.9834005337661116,1.9580088291801103,0.9746082954139987,0.000019325863810091007,0.9790044145900552,0.6178368176538909,0.6363772000357366,1,1,1,other_accepts
compas,3,compas_3,1,fairness_advocates,community_members,0,1,single,1,,,,0.6027961672473867,0.8427961672473869,1.4455923344947736,0.6027961672473867,0.014400000000000026,0.7227961672473868,0.6027961672473867,0.5080342993875123,0.5011768265203981,0.9784193286117784,1.4795961551321763,0.5011768265203981,0.056940101450610285,0.7397980775660882,0.6363772000357366,0.6178368176538909,0,0,,
compas,3,compas_3,1,fairness_advocates,community_members,0,1,singleoptimal,0,,,,0.9202358616992763,0.6663897078531225,1.5866255695523988,0.6663897078531225,0.0161094674556213,0.7933127847761994,0.6663897078531225,0.6132357070337471,1,0.6928965912907298,1.69289659129073,0.6928965912907298,0.023578125910213268,0.846448295645365,0.6363772000357366,0.6178368176538909,0,0,,
compas,3,compas_3,1,fairness_advocates,community_members,0,1,multioptimal,1,,0.8,0,0.6961295005807201,0.8561295005807202,1.5522590011614403,0.6961295005807201,0.006400000000000012,0.7761295005807202,0.6961295005807201,0.5959770016716781,0.6478403671502198,1,1.6478403671502198,0.6478403671502198,0.031004101752223005,0.8239201835751099,0.6363772000357366,0.6178368176538909,1,0,,
compas,3,compas_3,1,fairness_advocates,community_members,0,1,aggregate,1,0.7,,,0.8563524348935088,0.720476651661213,1.5768290865547216,0.720476651661213,0.004615557117247457,0.7884145432773608,0.720476651661213,0.6169819349340021,0.899613897540358,0.7804390333444012,1.6800529308847594,0.7804390333444012,0.003550662064031186,0.8400264654423797,0.6363772000357366,0.6178368176538909,0,0,,
compas,3,compas_3,1,fairness_advocates,community_members,0,1,negotiatev2,0,,,,0.9202358616992763,0.6663897078531225,1.5866255695523988,0.6663897078531225,0.0161094674556213,0.7933127847761994,0.6663897078531225,0.6132357070337471,1,0.6928965912907298,1.69289659129073,0.6928965912907298,0.023578125910213268,0.846448295645365,0.6363772000357366,0.6178368176538909,0,0,2,impasse
compas,4,compas_4,1,judges,community_members,0,1,single,1,,,,0.6161458857750183,0.41218548973541425,1.0283313755104326,0.41218548973541425,0.010399960788158032,0.5141656877552163,0.41218548973541425,0.25396639367663654,0.5788082472234918,0.33422501119696113,0.9130332584204529,0.33422501119696113,0.0149552398363024,0.45651662921022645,0.21506724522331166,0.45711584717793824,0,0,,
compas,4,compas_4,1,judges,community_members,0,1,singleoptimal,0,,,,0.70673043575544,0.4908888515970241,1.197619287352464,0.4908888515970241,0.011646897363003636,0.598809643676232,0.4908888515970241,0.34692609199665236,1,0.506398788036016,1.506398788036016,0.506398788036016,0.06091053911307846,0.753199394018008,0.21506724522331166,0.45711584717793824,0,0,,
compas,4,compas_4,1,judges,community_members,0,1,multioptimal,0,,0.8,1,0.70673043575544,0.4908888515970241,1.197619287352464,0.4908888515970241,0.011646897363003636,0.598809643676232,0.4908888515970241,0.34692609199665236,1,0.506398788036016,1.506398788036016,0.506398788036016,0.06091053911307846,0.753199394018008,0.21506724522331166,0.45711584717793824,0,0,,
compas,4,compas_4,1,judges,community_members,0,1,aggregate,0,0.7,,,0.6799205833516307,0.5592324788769725,1.239153062228603,0.5592324788769725,0.0036414046404215075,0.6195765311143016,0.5592324788769725,0.38023367326720964,0.8753420011681848,0.6559093064349651,1.53125130760315,0.6559093064349651,0.012037676879470596,0.765625653801575,0.21506724522331166,0.45711584717793824,0,0,,
compas,4,compas_4,1,judges,community_members,0,1,negotiatev2,0,,,,0.70673043575544,0.4908888515970241,1.197619287352464,0.4908888515970241,0.011646897363003636,0.598809643676232,0.4908888515970241,0.34692609199665236,1,0.506398788036016,1.506398788036016,0.506398788036016,0.06091053911307846,0.753199394018008,0.21506724522331166,0.45711584717793824,0,0,2,impasse
compas,4,compas_4,1,judges,fairness_advocates,0,1,single,1,,,,0.6161458857750183,0.3321854897354142,0.9483313755104325,0.3321854897354142,0.0201583766297422,0.4741656877552162,0.3321854897354142,0.204674722814635,0.5788082472234918,0.18947727429419436,0.7682855215176861,0.18947727429419436,0.037894651620518326,0.38414276075884307,0.21506724522331166,0.6977564148666682,0,0,,
compas,4,compas_4,1,judges,fairness_advocates,0,1,singleoptimal,0,,,,0.70673043575544,0.8508888515970241,1.5576192873524641,0.70673043575544,0.005195412214488769,0.7788096436762321,0.70673043575544,0.6013490488686107,1,0.9328647241404665,1.9328647241404666,0.9328647241404665,0.0011267863161839153,0.9664323620702333,0.21506724522331166,0.6977564148666682,0,0,,
compas,4,compas_4,1,judges,fairness_advocates,0,1,multioptimal,0,,0.8,1,0.70673043575544,0.8508888515970241,1.5576192873524641,0.70673043575544,0.005195412214488769,0.7788096436762321,0.70673043575544,0.6013490488686107,1,0.9328647241404665,1.9328647241404666,0.9328647241404665,0.0011267863161839153,0.9664323620702333,0.21506724522331166,0.6977564148666682,0,0,,
compas,4,compas_4,1,judges,fairness_advocates,0,1,aggregate,1,0.7,,,0.7028608080215055,0.8674013176887732,1.5702621257102787,0.7028608080215055,0.006768394830391048,0.7851310628551393,0.7028608080215055,0.6096623910296497,0.9820073590010578,0.9565298108955691,1.938537169896627,0.9565298108955691,0.00016227636436687328,0.9692685849483135,0.21506724522331166,0.6977564148666682,0,0,,
compas,4,compas_4,1,judges,fairness_advocates,0,1,negotiatev2,0,,,,0.70673043575544,0.8508888515970241,1.5576192873524641,0.70673043575544,0.005195412214488769,0.7788096436762321,0.70673043575544,0.6013490488686107,1,0.9328647241404665,1.9328647241404666,0.9328647241404665,0.0011267863161839153,0.9664323620702333,0.21506724522331166,0.6977564148666682,0,0,2,impasse
compas,4,compas_4,1,defendants,community_members,0,1,single,1,,,,0.7711236660389204,0.3831763967357188,1.1543000627746391,0.3831763967357188,0.0376257709399527,0.5771500313873196,0.3831763967357188,0.2954763877904313,0.6980099704130021,0.31553039625892204,1.013540366671924,0.31553039625892204,0.0365726561612716,0.506770183335962,0.4425253340507579,0.5101067168863778,0,0,,
compas,4,compas_4,1,defendants,community_members,0,1,singleoptimal,0,,,,0.9047619047619049,0.33333333333333337,1.2380952380952381,0.33333333333333337,0.08163265306122451,0.6190476190476191,0.33333333333333337,0.3015873015873017,1,0.21781934531134634,1.2178193453113464,0.21781934531134634,0.15295164414229273,0.6089096726556732,0.4425253340507579,0.5101067168863778,0,0,,
compas,4,compas_4,1,defendants,community_members,0,1,multioptimal,0,,0.8,1,0.9047619047619049,0.33333333333333337,1.2380952380952381,0.33333333333333337,0.08163265306122451,0.6190476190476191,0.33333333333333337,0.3015873015873017,1,0.21781934531134634,1.2178193453113464,0.21781934531134634,0.15295164414229273,0.6089096726556732,0.4425253340507579,0.5101067168863778,0,0,,
compas,4,compas_4,1,defendants,community_members,0,1,aggregate,0,0.7,,,0.8121952977401733,0.4360947854918962,1.2482900832320696,0.4360947854918962,0.03536289882835411,0.6241450416160348,0.4360947854918962,0.35419413414552764,0.7908219035181517,0.41927023540313885,1.2100921389212906,0.41927023540313885,0.03451266051976218,0.6050460694606453,0.4425253340507579,0.5101067168863778,0,0,,
compas,4,compas_4,1,defendants,community_members,0,1,negotiatev2,1,,,,0.7203838220787375,0.669805398618958,1.3901892206976956,0.669805398618958,0.0006395442299191927,0.6950946103488478,0.669805398618958,0.4825169731060973,0.5833502208892314,0.8774304700959885,1.46078069098522,0.5833502208892314,0.021620798243377093,0.73039034549261,0.4425253340507579,0.5101067168863778,1,1,2,other_accepts
compas,4,compas_4,1,defendants,fairness_advocates,0,1,single,1,,,,0.7711236660389204,0.2942875078468299,1.0654111738857504,0.2942875078468299,0.05684318043984808,0.5327055869428752,0.2942875078468299,0.226932061920305,0.6980099704130021,0.1845871474373867,0.8825971178503887,0.1845871474373867,0.06590074878806251,0.4412985589251944,0.4425253340507579,0.7719845753744059,0,0,,
compas,4,compas_4,1,defendants,fairness_advocates,0,1,singleoptimal,0,,,,0.9047619047619049,0.9047619047619048,1.8095238095238098,0.9047619047619048,6.162975822039155e-33,0.9047619047619049,0.9047619047619048,0.8185941043083901,1,0.9753728915942567,1.9753728915942568,0.9753728915942567,0.00015162361710705852,0.9876864457971284,0.4425253340507579,0.7719845753744059,0,0,,
compas,4,compas_4,1,defendants,fairness_advocates,0,1,multioptimal,0,,0.8,1,0.9047619047619049,0.9047619047619048,1.8095238095238098,0.9047619047619048,6.162975822039155e-33,0.9047619047619049,0.9047619047619048,0.8185941043083901,1,0.9753728915942567,1.9753728915942568,0.9753728915942567,0.00015162361710705852,0.9876864457971284,0.4425253340507579,0.7719845753744059,0,0,,
compas,4,compas_4,1,defendants,fairness_advocates,0,1,aggregate,0,0.7,,,0.8486399666459746,0.9105487972135474,1.759188763859522,0.8486399666459746,0.0009581758255611089,0.879594381929761,0.8486399666459746,0.7727281008968372,0.8731780221434893,0.9828690160457537,1.856047038189243,0.8731780221434893,0.003008028535816654,0.9280235190946216,0.4425253340507579,0.7719845753744059,0,0,,
compas,4,compas_4,1,defendants,fairness_advocates,0,1,negotiatev2,0,,,,0.8731503900995428,0.9070486951842884,1.7801990852838312,0.8731503900995428,0.00028727377190462355,0.8900995426419156,0.8731503900995428,0.7919899220394427,0.9285656385522636,0.9783351145392871,1.9069007530915507,0.9285656385522636,0.0006192501850057279,0.9534503765457754,0.4425253340507579,0.7719845753744059,1,1,1,other_accepts
compas,4,compas_4,1,community_members,judges,1,0,single,1,,,,0.41218548973541425,0.6161458857750183,1.0283313755104326,0.41218548973541425,0.010399960788158032,0.5141656877552163,0.41218548973541425,0.25396639367663654,0.33422501119696113,0.5788082472234918,0.9130332584204529,0.33422501119696113,0.0149552398363024,0.45651662921022645,0.45711584717793824,0.21506724522331166,0,0,,
compas,4,compas_4,1,community_members,judges,1,0,singleoptimal,1,,,,0.7165217877719977,0.6182191003603993,1.334740888132397,0.6182191003603993,0.002415854588085608,0.6673704440661985,0.6182191003603993,0.4429674550250294,1,0.5884480907209445,1.5884480907209446,0.5884480907209445,0.04234374350780898,0.7942240453604723,0.45711584717793824,0.21506724522331166,0,0,,
compas,4,compas_4,1,community_members,judges,1,0,multioptimal,1,,0.8,1,0.7165217877719977,0.6182191003603993,1.334740888132397,0.6182191003603993,0.002415854588085608,0.6673704440661985,0.6182191003603993,0.4429674550250294,1,0.5884480907209445,1.5884480907209446,0.5884480907209445,0.04234374350780898,0.7942240453604723,0.45711584717793824,0.21506724522331166,0,0,,
compas,4,compas_4,1,community_members,judges,1,0,aggregate,1,0.7,,,0.6494820652295306,0.6445174567410707,1.2939995219706013,0.6445174567410707,0.000006161834360921799,0.6469997609853007,0.6445174567410707,0.41860252888067523,0.8533419417498972,0.7107277821419462,1.5640697238918433,0.7107277821419462,0.005084699630170529,0.7820348619459216,0.45711584717793824,0.21506724522331166,0,0,,
compas,4,compas_4,1,community_members,judges,1,0,negotiatev2,1,,,,0.7087067181294402,0.680559617705112,1.3892663358345523,0.680559617705112,0.00019806481557430445,0.6946331679172761,0.680559617705112,0.4823171731552164,0.9829035250236787,0.8783133246387472,1.861216849662426,0.8783133246387472,0.0027347775041400312,0.930608424831213,0.45711584717793824,0.21506724522331166,1,1,3,other_accepts
compas,4,compas_4,1,community_members,defendants,1,0,single,1,,,,0.3831763967357188,0.7711236660389204,1.1543000627746391,0.3831763967357188,0.0376257709399527,0.5771500313873196,0.3831763967357188,0.2954763877904313,0.31553039625892204,0.6980099704130021,1.013540366671924,0.31553039625892204,0.0365726561612716,0.506770183335962,0.5101067168863778,0.4425253340507579,0,0,,
compas,4,compas_4,1,community_members,defendants,1,0,singleoptimal,1,,,,0.7323289391086001,0.5453501928078199,1.27767913191642,0.5453501928078199,0.008740262892052876,0.63883956595821,0.5453501928078199,0.39937572814162126,1,0.1878166416730839,1.187816641673084,0.1878166416730839,0.16491045188579695,0.593908320836542,0.5101067168863778,0.4425253340507579,0,0,,
compas,4,compas_4,1,community_members,defendants,1,0,multioptimal,1,,0.8,1,0.7323289391086001,0.5453501928078199,1.27767913191642,0.5453501928078199,0.008740262892052876,0.63883956595821,0.5453501928078199,0.39937572814162126,1,0.1878166416730839,1.187816641673084,0.1878166416730839,0.16491045188579695,0.593908320836542,0.5101067168863778,0.4425253340507579,0,0,,
compas,4,compas_4,1,community_members,defendants,1,0,aggregate,1,0.7,,,0.5942030698457351,0.6697727539045814,1.2639758237503165,0.5942030698457351,0.0014276942871884596,0.6319879118751582,0.5942030698457351,0.3979810264691343,0.7292216222794193,0.4689814734304677,1.198203095709887,0.4689814734304677,0.016931233768231125,0.5991015478549435,0.5101067168863778,0.4425253340507579,0,0,,
compas,4,compas_4,1,community_members,defendants,1,0,negotiatev2,0,,,,0.46842435655994985,0.8789704959196486,1.3473948524795984,0.46842435655994985,0.042137033135788295,0.6736974262397992,0.46842435655994985,0.4117311889863414,0.4826482894412997,0.9417176670854781,1.4243659565267779,0.4826482894412997,0.052686173372653314,0.7121829782633889,0.5101067168863778,0.4425253340507579,1,1,3,self_accepts
compas,4,compas_4,1,fairness_advocates,judges,1,0,single,1,,,,0.3321854897354142,0.6161458857750183,0.9483313755104325,0.3321854897354142,0.0201583766297422,0.4741656877552162,0.3321854897354142,0.204674722814635,0.18947727429419436,0.5788082472234918,0.7682855215176861,0.18947727429419436,0.037894651620518326,0.38414276075884307,0.6977564148666682,0.21506724522331166,0,0,,
compas,4,compas_4,1,fairness_advocates,judges,1,0,singleoptimal,1,,,,0.897732920991857,0.6957527229720551,1.5934856439639122,0.6957527229720551,0.01019900009802959,0.7967428219819561,0.6957527229720551,0.6246001242817414,1,0.9489568354679656,1.9489568354679656,0.9489568354679656,0.0006513511613610834,0.9744784177339828,0.6977564148666682,0.21506724522331166,0,0,,
compas,4,compas_4,1,fairness_advocates,judges,1,0,multioptimal,1,,0.8,1,0.897732920991857,0.6957527229720551,1.5934856439639122,0.6957527229720551,0.01019900009802959,0.7967428219819561,0.6957527229720551,0.6246001242817414,1,0.9489568354679656,1.9489568354679656,0.9489568354679656,0.0006513511613610834,0.9744784177339828,0.6977564148666682,0.21506724522331166,0,0,,
compas,4,compas_4,1,fairness_advocates,judges,1,0,aggregate,1,0.7,,,0.885915383344853,0.6985221137566645,1.5844374971015176,0.6985221137566645,0.00877905937173787,0.7922187485507588,0.6985221137566645,0.6188314861835924,0.9830635198828489,0.9618336953623386,1.9448972152451875,0.9618336953623386,0.00011267636229291461,0.9724486076225938,0.6977564148666682,0.21506724522331166,0,0,,
compas,4,compas_4,1,fairness_advocates,judges,1,0,negotiatev2,1,,,,0.897732920991857,0.6957527229720551,1.5934856439639122,0.6957527229720551,0.01019900009802959,0.7967428219819561,0.6957527229720551,0.6246001242817414,1,0.9489568354679656,1.9489568354679656,0.9489568354679656,0.0006513511613610834,0.9744784177339828,0.6977564148666682,0.21506724522331166,0,0,2,impasse
compas,4,compas_4,1,fairness_advocates,defendants,1,0,single,1,,,,0.2942875078468299,0.7711236660389204,1.0654111738857504,0.2942875078468299,0.05684318043984808,0.5327055869428752,0.2942875078468299,0.226932061920305,0.1845871474373867,0.6980099704130021,0.8825971178503887,0.1845871474373867,0.06590074878806251,0.4412985589251944,0.7719845753744059,0.4425253340507579,0,0,,
compas,4,compas_4,1,fairness_advocates,defendants,1,0,singleoptimal,1,,,,0.923773652587212,0.7203838220787375,1.6441574746659495,0.7203838220787375,0.010341855788566494,0.8220787373329748,0.7203838220787375,0.6654715945864116,1,0.5833502208892314,1.5833502208892314,0.5833502208892314,0.04339925960826307,0.7916751104446157,0.7719845753744059,0.4425253340507579,0,0,,
compas,4,compas_4,1,fairness_advocates,defendants,1,0,multioptimal,1,,0.8,1,0.923773652587212,0.7203838220787375,1.6441574746659495,0.7203838220787375,0.010341855788566494,0.8220787373329748,0.7203838220787375,0.6654715945864116,1,0.5833502208892314,1.5833502208892314,0.5833502208892314,0.04339925960826307,0.7916751104446157,0.7719845753744059,0.4425253340507579,0,0,,
compas,4,compas_4,1,fairness_advocates,defendants,1,0,aggregate,1,0.7,,,0.9181528057762192,0.7748954307740256,1.6930482365502448,0.7748954307740256,0.005130668873129781,0.8465241182751224,0.7748954307740256,0.7114724139483436,0.9927189648727544,0.7065332445509581,1.6992522094237126,0.7065332445509581,0.020475566629026345,0.8496261047118563,0.7719845753744059,0.4425253340507579,0,0,,
compas,4,compas_4,1,fairness_advocates,defendants,1,0,negotiatev2,0,,,,0.9070486951842884,0.8731503900995428,1.7801990852838312,0.8731503900995428,0.00028727377190462355,0.8900995426419156,0.8731503900995428,0.7919899220394427,0.9783351145392871,0.9285656385522636,1.9069007530915507,0.9285656385522636,0.0006192501850057279,0.9534503765457754,0.7719845753744059,0.4425253340507579,1,1,1,other_accepts
